label,tweet
anger,warga  pak  jalan di daerah kami rusak parah  tolong diperbaiki pemerintah  sudah ada yang kecelakaan belum gara gara jalannya rusak warga  belum ada pemerintah  kalau begitu tunggu saja dulu sampai ada yang kecelakaan
anger,      suara untuk  tahun  jangan harap suara kami jika para dewan mendukung pembubaran kpk     lebih baik bubarkan dpr  
anger,yg ngeselin lagi ni kalau ada klien nanya fee  dijawab sebenarnya lalu kaget  lah elu bayar dokter cuma konsul hitungan menit rela bayar mahal  lah sama psikolog mana ada konsul cuma   menit  sejam saja udah bagus kalau ketemu akar masalahnya  hhhh 
anger,ngapain juga repot nyari jawaban  kalau tidak  sudah cukup tidak usah dijelasin macem  orang kalau sudah benci tertutup itu mata dan telinga  urusan gitu saja kok repot   
sadness,dari pada update kesel kesel mending update resep makanan buat buka dan sahur tapi ntar takut jadi ada yang kesel     negatifthinking   astaghfirullah  
anger,  mka a jangan ngatain orang klu gmau dikatain   jaga tuh ocehanmu   giliran dikatain bla bla bla    dibaca tuh sapa yang ngatain
happy,ensenang indramayu pakdhe     semoga ada pintu tol yang dekat dengan pusat kota indramayu untuk mempermudah mengakses tol cipali  indramayu dilalui tol cipali tapi warganya sulit untuk bisa menikmati  last but not least  saja klalen mangan pindang gombyang ndas manyung  pakdhe    
anger,   tolong dong  tingkatkan lagi pelayanannya  gara kurir tidak masuk  paket jadi telat di antar   lagi lagi yang bermasalah itu jnt cabang paskal bandung  ini sih gara olshopnya cuma ada jnt  kalau ada pengiriman lain  ogah pake jnt  pelayanan selal
sadness,   terlalu banyak kesalahan yang sudah aku perbuat untuk alm  hingga menjelang ajalnya pun aku masih membentak dan marah pada beliau  semoga beliau sudi memaafkan aku
anger,      memang goblok kau ini kafir saya bilang masyumi vs pki zaman soekarno    soekarno yang membubarkan masyumi   zaman soeharto masyumi di izinkan kembali   he anjiang kurok ang lai bisa baco ang jiang
sadness,foto bareng di pernikahan teman bareng pakboss juga ngeliat si mas makin kurus dan kelihatan sedang sakit  selang  bln chat dia perihal kerjaan and he said lagi sakit dan dirawat di rs   
anger,bung    ini saya aku i jago sebagai komentator dan analis bal balan  salah satu yang terbaik di sini  tapi nalar dan logikanya soal harrasment ke via vallen dangkal  picik  dan memalukan betul 
anger,      sukarno yang bubarkan masyumi lai jaleh dek ang jiang     masyumi vs pki sukarno bela pki zaman si jok atau bosnya mega anak sukarno bubarkan hti alasan sama waktu bubarkan masyumi  
anger,bung    ini saya akui jago sebagai komentator dan analis bal balan  salah satu yang terbaik di sini  tapi nalar dan logikanya soal harrasment ke via vallen dangkal  picik  dan memalukan betul 
sadness,      pulang sekolah ceplokin terus mam baso   saja dah cukup  dulu mah sesimple itu   boro maw ada pansosan   era ig jadi ajang hebatan ini kamu bikin otak remaja tidak sehat
anger,      good job  jadwal kereta arah bogor sangat berantakan  harusnya tidak seperti ini di jam segini    
sadness,kalo inget hari itu worst banget sih  kebetulan emang lagi berusaha buka hati buat orang lain karena yaduuu capek banget nungguin orang tahun tidak dapet  eh sekalinya dapet apes   part     
sadness,btw kemaren senin aing tolol banget lagi ngantri di starbucks  mbaknya manggil  atas nama kak roy  aing ketawa seketika depan orangnya    lain nanaon ieumah keinget roy kiyoshi
anger,seharusnya kamu belajar dari kasus lama kamu  untung itu tidak diusut  harusnya kamu kapok dan belajar dari temen temen kamu yang udah ngerasain jatoh    
sadness,teman seruanganku bilang mas ini ada benjolan cm di saraf kepalanya  dan lusa setelah dapat kabar di iccu dia akhirnya pindah ke perawatan dan baru tau si mas kena meningitis 
sadness,sedi aku tuh bacain komennya pada jahat banget  antara mau nyumpahin biar pada ngerasain tapi kesiannnn karena ya digituinmemangga enak  mau tau perasaan aku setelah kejadian itu  langsung ngerasa tidak berharga  tidak baik  malu  minder  dan masih banyak lagi  apalagimemangaing orgnya traumaan 
anger,nah maksudku yang dilecehin verbal seperti awak dan mbak via vallen saja bisa semarah dan semalu itu apalagi yang udah sampai tahap diperkosa  ya makanya biar tidak sampai tahap akhir itu siapapunmemanghrs berani speak up mau sekecil apapun tindak pelecehannya  biar pelaku pada mulai mikir 
anger,   selalu sinis dan menegur kumpulan bapak bapak di kelas doktoral saya kalau sudah jokes sexual yang mengarah harassment or abuse  really  tidak ada korelasi deh sekolah tinggi sama perilaku ini 
sadness,   aku ingat  ketika kita masih saling bercanda tertawa  kisah kita tertulis dalam secarik kenangan paling berharga  kau dan aku  bersama dalam satu kata  cinta  tapi sayang  lagi lagi semua hanyalah kenangan yang tidak mungkin terulang  terimakas
anger,pancasila diuangin thr dipaksain pendidikan dijualin otak dikandangin kampus disatronin  periode dibatalin     
sadness,benar  baca komen komen di ig via vallen jadi semacam miniatur mentalitas sebagian orang indonesia dalam menyikapi pelecehan seksual baik verbal ataupun fisik 
anger,sebel banget sama pak sekdes  ribuuuut minta dikirimi foto batik    pas udah dikirim malah tidak dibuka                 males banget mau buka  chat yang lain      terlalu banyak      
fear,   yah berarti aku dosa dong  masalahnya nyokap aku kalau nyuruh guaa beli kopi tidak ditanyain kmbaliannya  yaudah aku inisiatif saja tabungin  
anger,and ya ini   sama kasus gitasav juga sih  same case different reaction saja  di kasus gitasav orang salah fokus sama cara gitasav ngerespon helmi  tapi di kasus via ada juga sih yang salah fokus sama grammatical error nya via  sempet banget sih 
anger,yailah aku kira kerja hari ini ternyata tanggal   terus udah di tempat kerja bengong dong kok gedungnya dipake graduation  kampret kan aku udah dandan
happy,         system dah canggih dan inovasi baru lagi yang kita lihat dengan sgl kemudahan untuk rakyat terima kasih pak jojowi dan tims kabinet sukses selalu dan sehat
sadness,well  jujur aku keluar air mata waktu denger kabar    ini bakal bubar  banyak kesan yang bisa aku dapatkan disini  bisa tertawa bareng bareng  diskusi bersama yah walaupun sebatas chat di group line  tidak ada sepah sepuh fans disini   karena semua sama dan  tujuan
anger,ga ada gunanya pit against another women  terutama yang sudah mendapat perlakuan tidak menyenangkan  mungkin dulu wanita tidak pnya hati dan empati ini juga dilecehkan  namun instead of dia lawan  malah dianggap menyenangkan  shame on them 
anger,dear wanita yang anggap speak upnya via vallen itu norak kampungan  sbnrnya mungkin anda itu yang patut dikasihani  karena mungkin anda dulu pernah dilecehkan namun karena anda tidak berani speak up  nah nobody cares for you  its your own fault and dont blame others for your lack of empathy
anger,ini kenapa jadi kesannya jadi via vallen vs persija sih    ini wanita vs sexual harassment oii  jangan malah bikin kesannya persija dukung sexual harassment  simic emang ngawur dan layak dapet ganjaran  tapi aku yakin karir bolanya ngga bakal ke ganggu  uno saja tetep jadi wagub kan 
anger,seandainya  jokowi kalah sudah dipastikan   hti bangsat bangkit  teroris bangsat bangkit  radikal bangsat bangkit  semua politik balas dendam bangkit  yang minoritas ditekan   mending memisahkan diri dari nkri   untuk itu harus tetapjokowi  
sadness,sedih mereka putus  mantanan paling asoy  mereka ngebuktiin kalau cewek   cowo baik  saling sayang  type masing tapi bisa saja udahan hubungannya kalau udah tidak cocok  tidak harus ada yang salah    
sadness,   yang aku kenal udah nikah tu anak listrik mantannya temenku sih  dan sudah punya anak    sedangkan ku masih nunggu wisuda      ini emang sudah pada masanya nikah atau begimana si yak
sadness,      ditunggu drama selanjutnya  kalau perlu pakai jasa bocah yang masih polos  orang lanjut usia  fakir miskin  plus adegan peluk dan tangisan  
anger,jahat banget mbaknya semoga mbaknya tidak jadi korban sexual harrasment juga yaa mbak biar ngga ngerasain gmana rasanya di lecehkan  wah kesel bacanya ingin bilang tolol ke si mbaknya      
sadness,ya allah tuhan ku  saya tidak kuat baca komentar tentang via vallen di akun dia sama gosip ig  rasanya mau nangis saja rasanya  lihat akun cowok pada enteng banget nganggep masalahnya  yang cewek bisa setega itu julidnya 
anger,logika saja katanya  tapi tweetnya muter muter di situ saja  pakai perbandingan nikita mirzani dan dp lagi  yaelah  kecoak terbang    
happy,lorenzo udah cukup puas bisa lakuin sesuatu yang rossi tidak bisa  yaitu juara bersama ducati  tahun depan ke honda untuk bisa juara di  pabrikan  syukur bisa juara dunia lagi 
sadness,   hatiku loh rek  gemeter gimana gitu nontonya     palagi dicermati liriknya begini yang tidak punya rasa arema sejati mah takkan rasain   
happy,kurang rakus apa kita masih belum datang piza laginadianti  
sadness,iya ya kok saya bodoh si dana jatuh dilubang yang sama wkwk tidak kuat nih saya begini mulu  capai
sadness,jengjeng nyanyi pakai okulele simak oh simak susah amat sih kamu   
anger,godan shoping yang terkutuk sebel 
anger,hahahaha alay kamu ngancem nya ngereport spam segala
anger,anak nevolone marah grgr anton 
sadness,kurang pengertian bisa mencintai bisa juga membenci namun tidak pernah mau mengenal
happy,pastinya donk  semangat ya feminis muda belajar ict nya olvyt
happy,sore kak rica     sudah makan kan  di semangat terus ya kak   
happy,amin mokasih yo enak    selamat ulang tahun da ade sukses selalu  d
happy,hore hihi moment sekali ye capai sih tapi menyenangkan
happy,haha iya deh sudah tidur saja  p bagen sehat wkwk
sadness,punya tiket gratis nonton di blitz tapi tidak ada yang ngajakin nonton ginidah angus
sadness,habis manis sepah dibuang ngomongnya manis ujung ujungnya cuma drama saja
happy,semalam ada penonton sebelah saya pas lagu parklife dia sing along nya benar wasweswoswasweswos parklife     
happy,oke terima kasih   
happy,alhamdulilah tmksh tiara u to cantik dart ava oy
happy,dari dulu saya pacaran cuma dapat rugi dan sekarang sudah terbayar dengan kebahagian yang luar biasa terima kasih alah engkau memang adil
anger,oke lupain saya saja ya  urusin adekan kamu saja gih
happy,lagu ini kayaknya lagi hits sangat   memang enak sih ensenang just give me a reason by p nk  at kara s rom 
happy,hayuk ah ikut biar ramai lihat acara waisak ikut   
happy,udaranya mendukung sangat buat makan abis itu tidur hoam  o
happy,samasama ya makasih makasih fans selamat jadi anak rumahan  d
happy,selamat sore raper tampan   
happy,mkasih aji selamat ulang tahun
anger,ni wasit kemarin kepemimpinan nya bagus sekarang apan 
happy,enak sekali apalagi belin aku baksonya  di makan bakso yang pedas sangat enak kali ya
happy,wkwk oke baiklah  d
sadness,oh yang sabar ya   video anime saya ran     banyak sangat yang ke apus            
sadness,salah saya apa ya hm   
sadness,sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw    
anger,yaelah cuma beban saja lagi kalau cowok saya beban tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya
sadness,sekarang mah belum bisa nyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kaya tidak happy begitu suatu sat saya bahagia   
sadness,hehe iya masih sakit fir    
anger,ngotak   tidak usah pakai emosi    egois bngst  
sadness,nungu bis hahaha tidak enak    tol kebon jeruk   tomang 
anger,haha makanya jujur ay jangan bohong haha jangan satu     bohong di jual lagi hayo
happy,lawan saya mah pasti menang saya nya ta tidak enak  p
sadness,makan salah tidak makan juga lebih salah maunya apa sih nih tengorokan    
anger,teman kamu yang sudah nusuk kamu dari blkang malah dialem seandainya mulut saya bocor sudah bertengkar kali kamu ber sayngnya saya gabakat ngaduan    
anger,dunia ini memang keras kalau menghadapinya dengan lembek ya tidak usah hidup  
sadness,jauh dalam hati saya cemburu dengan kedekatan kamu sama dia that s great  kep positive thinking 
anger,sifat kamu itu buruk banget 
happy,hapy weding sri   rori menjadi keluarga kecil di dalam tuhan god bles us 
anger,iya kamu orangnya egois
anger,kamu kalau jadi cewek jan penasaran kenapa ah   dweilah apansi ha apan o cukup
anger,percuma balik jakarta bilang juga tidak ada yang mengajak main  pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu doang 
sadness,gagal aniv yaks sabar yaw jangan galau
happy,tft nur indah wkwkwk menyenangkan  y   d
happy,enak dong enak tuh p hapy lunch late
love,hanya kamu yang bisa membuat aku jadi tergila membuat aku jatuh cinta karena tidak ada yang lain sepertimu
anger,yang penting tidak ngejer cowok orang yeh padahal sudah jls ditolak mentah
happy,okok yung eciye sepertinya mau curhat sms saja yaw wahaha tragedi apa ini serius amat sepertinya
sadness,tidak enak sangat badanya ingin pulang tapi kerjan masih banyak ya 
sadness,umur tahun omongan kaya tante tahun    aku lebih suka sama bocah sd yang masih culun dan polos
sadness,pusing guweh
anger,rekaman hancur sudah si otak jongkok sok pintar
sadness,di komix saja haha iya nih hahaha  di batuk bu aji aha uhuk  di sepi tanpa kamu   
anger,niruin sistem sekolah lain tidak kreatif amat jadi sekolah terlalu norak sih ya apa selalu pakai ungulan baru ngeliat ungulan ya hahaha
sadness,sepi kosong cem ati
anger,adoh mending belajar baca dolo deh sbelum coment stat orang    biar gx salah arti tuh haha malu loh asal coment tapi salah    wkawka
sadness,sakit tidak sih bro kaya nya sakit deh
anger,bentar lagi padahal pakai macet segala
sadness,luka karena cintamu mengingatkanku pada kita
happy,sudah lama sangat han pasti     makasih banyak hanifa  
happy,cihe zayn malik alay selamat ya wkwk iya pi memang jadi kaya anak punk  cont 
happy,makasih homo haha iya hapy birthday ayu heheh sudah tua saja nih hehe
sadness,astagah  sifat humoris scorpio adalah sebuah topeng untuk menutupi semua luka hidupnya 
anger,thae pkn susah banget 
happy,amin amin mba dew    sudah lama sekali tidak merasakan sensasi lahiran jadi tidak tahu ini sudah sampai mana progresnya hehe
fear,sejak kapan saya ngfolow dia dan semenjak kapan saya di folow back ini aneh
anger,ini bonbin memang sudah tidak ke urus  payah      tabrak pagar zebra di kb surabaya mati
sadness,mereka sudah punya teman lama saya dilupakan argh
anger,bikin orang kesal saja
anger,mana ada maling ngaku penjara penuh badan gede hsil kan gede
anger,macet coy kementerian bumn 
anger,tidak ada bedanya parah
sadness,kamu tuh suka munafik padahal sering lihat aktivitas aku mirip gimana tapi tidak pernah mau nyapa duluan   
fear,huh siap tanggal ulum sunguh menyeramkan kenapa tidak langsung naik kelas saja sih ribet amat mesti ada ulum  
anger,bigrt suatu sat saya akan jadikan kamu tempat sampah sama seperti kamu jadin saya tempat sampah 
sadness,galau    bingung mau ngpain tapi malas mau ngapain
anger,ampe kalah awas kamu ya
sadness,malas sekali ya dinas malam orang tidur saya kerja sh sekali cuma ingin libur th huft  at rumah seni triplek 
sadness,kasihan pasti nungu lama yah terus result a apa
anger,lw kira odong bohong odong haha woy adi bawa krts
anger,ih wowo saya pemaf kok tapi maaf saya pendendam tidak ush minta akun kalau bwat di delcon picik otak kamu 
sadness,pas mau tepar tiba ingat tugas b indo mtk ekonomi    
happy,sore sore nyomay enak nih hq indosat m grafiti building nd flor 
sadness,cinta sekali sih tapi sayang tuh ceweknya tidak ngangep wkwk
anger,jijik anat nak angkat call kau  jijik tau tidak jijik   
anger,   kami muak atas ketidak pastian hukum di rezim ini  hukum itu memberikan keadilaan serta kepastian bukan ketidakpastian 
anger,halah cewek jaman sekarang di catcall dikit langsung nulis esai di ig story soal harrasment  dasar sjw lah iyalah   
anger,barulah disini dia keliatan nipunya   masa iya dia bilang gini   yaudah mbanya istri polisi kan  sini cium  muah    jijik banget sumpah    kena bibirnya kan  lagi sini  muah  anjink    
anger,sumpah aku jijik denger lagu aaaaaaa aisyah kujatuh cinta  syantik hari ini aku syantik  kita goyang dua jari  aaah   
anger,mantap tidak bisa tolak itu sih maruk
anger,gregetan kalau nonton tv beritanya korupsi mele  
sadness,sudah ah jangan sedih katanya strong sel  adit
anger,hina saja aku terus  lama lama aku muak dengan keluarga ini 
anger,yang salah siapa masa yang ngalah harus saya  
anger,muak saya lihat tingkah kamu lama lama   mirip anak anak begitu tingkah kamu   masa kecil suram ya
anger,         bodo amat bonek the jak tidak bisa akur kalau modelannya mereka begituan  jijik kalau harus satu mindset sama mereka  goblok permanen
anger,bicara asal ngejiplak saja sok tahu sangat sih   at sos wisma slipi lt  
fear,minum obat kamu jangan sampai sakit ye awas saja kalau besok tidak masuk
sadness,agak lelah nih    
sadness,pengen di pijit sekali rasanya sakit semua kaki ini   
sadness,sesak sekali tidak sih kalau pacar direbut teman sendiri yang direbut tidak punya otak yang ngerebut tidak tahu malu
sadness,boarding pas dan ternyata delay menit     terminal aku  others 
love,dalam hati aku menanti kuserahkan hati sebagai tanda ketulusan cinta
sadness,saya lelah saya bosan saya jenuh
sadness,   muka cemberut dont be sad baby
sadness,cayo  go go  hahaha tidak semangat sangat    a jenuh gila belajar sendiri di kamar    
sadness,sudah panas perih gatal yampun parah sangat sih    
anger,aduh mentang cantik jadi kamu bisa nilai kekurangan orang senaknya begitu ya jangan sombong mbak cantikmu itu milik tuhan
happy,walau ramadhan menyebarkan energi kebaikan harus lebih semangat dibandingkan sebelumnya  terima kasih untuk pln batam    
happy,selamat datang di ibs bulan depan kaka wakakakak
happy,oma  dokter dika tolong pasangin gocar buat saya pulang ya  downloadin aplikasi gojek  sampai oma dapet gocar dan pulang selamat sampai tujuan happily ever after 
happy,kasarnya dia bilang kalau pake lagi dengerin musik yang kluar slalu musiknya shinhwa  bikin ingin joget wkwk xd  itu namanya autoreaction sih xd   
anger,kenapa perhelatan asian games yang akan digelar agustus  nanti kurang menggema     karena para netizen sedang khusuk main tagar politik  
anger,   dudeeee please she s better than penyanyi dangdut generasi sebelumnya yang ngumbar toket  paha  gosip kawin cerai  dan lain lain situ ngga ngeliat dia lagi ngerubah image biduan di khalayak ramai  
anger,hai para penghujat kpopers  aku pikir musik itu selera  kaya makan mie instan  kamu suka mie sedap aku suka indomie  aku suka korean  kalian suka pop  ada yang dandut  and more   simpel sekali   hanya masalah pilihan yang nyaman di telinga saja kok 
fear,rokok itu candu  bukan berarti tidak bisa berhenti   karena nyatanya saya juga bisa berhenti dengan kesadaran penuh  tapi sulit  akan lebih mudah mencegah si calon perokok daripada menasehati si keras kepala yang terlanjur memuja dan menghamba pada asap rokok 
fear,inilah salah satu sebab kenapa aku mending tidak usah punya anak  cuma suka anak kecil selama masih lucu saja  ya tapi kalau dikasih makan  anak kecil pasti jadi anak besar kan ya   
love,alloh itu maha baik dan maha romantis  kalau dia bilang  tunggu  jangan lah memaksa  bersabarlah  tawakkal sama alloh  ketika alloh berkehendak semua terasa bikin merinding saking romantisnya  
love,   rumah adalah tempat dimana segala rasa rindu berpulang  tentang raga yang merindukan pelukan  tentang kasih yang merindukan sayang  tentang rindu yang ingin terpecahkan  sejauh apapun kaki melangkah ada rumah yang selalu menanti kepulangan
happy,apa persamaan antara jomblo dan puasa  yap  benar  sama sama sabar menahan diri dan menunggu kenikmatan yang hakiki  percaya bahwa kebahagiaan itu akan tiba pada waktunya    semangat menunggu berbuka 
anger,belajar jadi oposisi dimana partai ini    kok nyinyir dan provokatif sekali  ini tanda juga tidak mampu jadi oposisi yang baik    
happy,lepas dari krim dokter alias krim klinik dan alhamdulilah tidak terjadi iritasi atau apapun yang tyda diinginkannn yang penting kalau mau out pake sunscreen bep
happy,alhamdulillah wa syukurillah  puji syukur ke hadirat allah swt atas limpahan rahmat dan hidayah nya kita masih diberikan waktu dan kesempatan untuk berbagi bersama teman yatim piatu di bulan ramadhan dalam acara  yang berlangsung pada hari minggu kemarin    
happy,tuhan tidak memberi kita hati dan mulut untuk mengeluh dan mengomel  malainkan ia mengajari kita untuk bersyukur melalui hati dan mulut kita  selamat siang sahabatku 
anger,belajar agama yang tuntas jadi nga ngarang dalam hidup  isa saja disebut dialquran terus kamu mau jelekin isa   bisa baca alquran tidak    
anger,enggak perlu banyak berandai andai  hidup didunia real  enggak seperti di film  radit and jani   gunakan pola pikir yang logis saja sekarang sih 
love,kalau ada yang paling saya inginkan dari seseorang yang saya sayang adalah waktu dan juga kesabaran  saya tidak begitu peduli soal sebanyak apa dia bisa memberikan materi juga janjibila dia tidak bisa menyediakan waktu dan tidak mampu menghadapi kelemahan saya   falafu 
sadness,pas buka pengem banget makan yang beda  sudah niat mau makan mie aceh or nasi bebek  pas jalan tidak tau nya malah k bbs makan nasi ma pindang dan urab  kadang nafsu mengalahkan ekonomi
happy,sy sbagai pribadi katolik bangga punya yesus dlam hidup saya  sbesar apapun msalah hidup  dia tidak prnh tingglkan saya  trima lasih yesus  atas tntangan yang engkau berikan    
happy,yang paling ditunggu selama ini ya bukber sd smp  temen yang bener bener seru bener bener asik dan bener bener yang lain  sma tidak se greget itu kecuali anak pasti wkwkwk fix secepat kilat dan no bacod mandiri  kalau ikut ya bilang ngga ya bilang  bnr bnr oke 
anger,baru kali ini nemu temen mau buka bisnis yang sama  terus mau nyontek tapi dia ijin dulu kalau mau plagiat    cuy masio aku gaisok gambar blas tapi ngerti susahnya cari ide buat desain  bayar mahal ke orang  laah diaa seenak jidatnya nyontek 
anger,saya tanya serius ya  bila    ngumbar ngember nama debitur ke media  bukankah melanggar pbi    kerahasiaan nasabah    
happy,salah satu momen yang di tunggu saat bulan puasa yaitu bukber    karena aku slalu ingat dengan pepatah jawa  witing tresno jalaran soko kuliner  yang artinya  cinta datang  karena makanan yang di bayarin  
happy,akhir akhir ini sering nntn  kok makin seru ya   finally aku mikir ternyata serunya ya krna waktu proses pnangkapan berbagai kilah yang dikeluarka sama tersangk itu ya konyol semua kwkwkwk
anger,sudahlah tidak usah pajang hadist atau ayat allah untuk pembenaran  karena jika kita niat baik sama sama  takkan ada jual ayat dan hadist demi pembenaran sepihak 
sadness,hati yang sakit dan merasa tersakiti oleh perbuatan oranglain  sesungguhnya sedang tersakiti oleh diri sendiri  hanya karena besar marahnya  besar egonya  maka besar kecendrungan untuk menyalahkan orang lain
happy,oke  mau cerita  banyak  euh  jadi tadi barusan banget abis nonton film lima  gratis  aku lupa sponsornya siapa perempuan gerakan apa gitu  kebetulan temenku punya  tiket gratis yang dibagiin di kota bandung  wey keren kan ya temenku
sadness,jika kau suatu saat besar nanti mungkin kau akan lebih mengerti tapi untuk skrng kau hanya cukup menjadi pendengar yang baik saja  aku dan ibu mu sudh hampir  tahun tidak bertegur sapa  alasannya karena keegoisanku yang membuat hub kami semakin menjauh  aku adalah seseorang yang sngt egois 
anger,perang itu sama teroris bukan bela teroris  perang itu sama dakwah radikal bukan bela radikal  bacot doang gede  masih ingat kunjungan diusir nyali kamu seperti ayam sayur  sok ngomong perang      
sadness,jadi lokasinya tepat di tengah segara anakan yang tertutup mangrove  kalau siang sekolahnya kerendem air laut yang naik  jadi anak anak sekolah biasanya pulang copot sepatu mereka  miris ngeliatnya  sekaligus nampar diri aku pribadi   
happy,alhamdulillah     bahagia rasanya ramadhan ini bisa menjembatani syeh dari palestina untuk hadir di beberapa masjid di pelalawan pada hari  waktu dan tempat yang berbeda        
love,seringkali kita luput menyadari  betapa banyaknya kita meminta cinta dari orang lain betapa bnyknya kita mminta perhatian dari orang lain  tapi betpa sedikitnya kita memberi cinta dan perhatian pada orang lain 
happy,         ada  seri aslinya  buku pertama joe  punya koleksi semuanya  ceritanya keren  mbahnya travel blogger ini  gara buku unit terinspirasi keliling indonesia 
anger,make sure sebelum ngatain orang lain jelek  you lebih kece  make sure sebelum ngatain orang lain tolol  you lebih cerdas  make sure sebelum ngatain orang lain drama  you bukan orang yang baperan 
anger,   elaah  serius amat blek  orang pinter tidak pernah merasa pinter  kalau dia udah merasa  ya berarti kurang pinter  tugas kita belajar  supaya tidak seperti dia 
happy,alhamdulillah  ala kulli haal  jazakumullah ntk pak arief dan pak basyit atas bimbingan  arahan  coretan  revisi  omelan dsb selama  semester ini  sehat selalu ya  pak  tetaplah menginspirasi  
happy,subhanallah  tulisan perjalanan pak    ini luar biasa  my respect for you abah  mosque of laredo
anger,   baru penumpang yamg mau naik     kadang saya suka gemessssss mau turun mereka ini sudah berjubel dipintu    iya sih mereka mencari nafkah    tapi jangan seperti ini biarkan kami para penumpang turun dulu   trimakasih
fear,kuat tidaknya iman seseorang itu  bisa  dilihat saat dia mulai jatuh cinta  cinta tuh ngeri  sampai sampai bisa bikin seseorang mengorbankan imannya demi cintaaa 
sadness,satu jam yang sia sia itu akhirnya bikin aku berkaca sama diri sendiri  berapa banyak waktu orang lain yang udah aku sia siakan ketika aku tidak tepat waktu memenuhi janji dengan orang lain 
anger,netijen yang merasa bahwa dirinya maha benar ditambah dengan lingkungan sosial di negara ini membuat melawan sexual harassment menjadi sangat sulit  they normalize that  time to speak up  jangan mau diam saja jadi korban
sadness,iya tau ko paham juga yang namanya perpisahan itu tidak enak    tapi tergantung bagaimana kita menyikapinya    dan tidak harus membenci    apalagi sama mereka yang tidak salah apa   cukuplah dengan sikap kenakan seperti itu  lagi 
fear,setuju banget sama ko ernest  karena setelah beberapa bulan baca story di ignya   catwomanizer ternyata banyak banget perempuan sama laki yang gaberani ngomong kalau mereka dilecehkan  dan jatohnya jadi trauma seumur hidup lho  ternyata ini nyata  bukan rekayasa  serem bayanginnya
anger,oh ini to  oh cuman segini saja to kamu  kami mendukung    ri  bukan kpk kw  itu tuh yang di merdeka selatan  yang ada tapi seperti tidak ada    
happy,alhamdulillah  hari ini masih diberikan kesehatan dan kesempatan untuk mengukir sebuah kenangan  agar kisah hidup kita semakin hari  bijak bersedia sosial dengan dukungan koneksi internet yang lancar    
happy,terimakasih  berkenan hadir buka bersama   merdunya lantunan suara azhan   terdengar dari arah mushola   kuucap sapa untuk semua   selamat berbuka puasa teman teman    
anger,saat terjadi sesuatu jangan langsung kau tunjuk musuhmu sebagai biang keroknya  pelajari dan dalami dulu  jangan langsung menuduh  itu juga fitnah namanya  jika memang dirimu tahu dan ada bukti  tampilkan ke permukaan  jangan hanya bisa menilai dengan asumsi 
anger,banyak juga yang menyepelakan dengan kalimat   halah kamu cuma digituin  aku malah lebih  aku saja biasa  kamu kenapa lebay banget si  gausa cari muka deh   that s why manya men are easy to do sexual harrashment because manya victim still keep silent and stay to think positive 
love,rumah bukan sekedar benda mati tempat kita kembali setelah kita pergi  tapi rumah adalah tempat kembali untuk segala pergi seperti keluarga  ayah   ibu  yang bisa menenangkan saat kita marah kepada dunia tapi mereka tetap mendukung dan ada pada titik terendah kita  rumahku surgaku   
happy,sy bikin charity free iftar in the hospital bareng temen alumni al azhar menganti  gresik   gerakan kasih menu buka puasa bt keluarga pasien di rumah sakit  kita tambahin dengan senyum dan saling doain sesuai kewajiban kita sebagai muslim    masih terima donasi ya  rek       
happy,alhamdulillah di tempat kami tempat belanja lokal malah jauh lebih murah dan lengkap dari lapak sebelah  tidak usah disuruh udah saja semua ke sana   usaha yang ihsan dan rapi harusnya milik punya orang islam    
fear,pikirkan bagaimana kondisi kita di akhirat nanti  perbanyak bekal untuk akhirat  atau kita lebih suka amalan kita dibalas di dunia  apakah kenikmatan dunia sudah menjadi tujuan utama 
happy,         sukses selalu pak menteri  terimakasih atas kepedulian nya terhadap masjid sebagai majelis taklim   bravo pak   
happy,jadi sejauh ini  udah ada  barang yang ku beli hasil flash salenya bukalapak  omg dari harga yang ratusan ribu yang bahkan aku sebagai sahabat misqin tidak mampu beli  sekarang kebeli semua wkwkwkwk  dan masih ada flash sale jam  sore  jam  malam dan jam  malam
anger,fadli zon yakin   pada dasarnya tidak ada bibit bibit teroris di indonesia   yang ada adalah kelompok ngaceng kekuasaan yang selalu jualan    ga
anger,ini akan baik  jika kita saling bertukar posisi  awalnya istri yang atur  kemudian ada tudingan krg mengenakan  biarkan suami yang mengatur   dan lihat apamasih bisa ada kalimat pembuat murka yang dilontarkan ulang      
anger,kami punya cara kami sendiri untuk berdamai dengan diri kami lewat jalan komedi  kalau ada yang punya cara berbeda  apa berhak membuat kami bungkam  padahal kami tidak mengusik cara yang mereka percayai 
anger,partai merah ini kan ideologi dasarnya tidak mengakui adanya akherat masih sejalan dengan pancasila kah  yak apa pak prof    mnjelaskannya sila pertama jelas tidak nyambung dengan partai merah    
fear,sadarlah kita bahwa kita bukan siapa siapa dari sekian banyak manusia yang telah  sedang dan akan diciptakan oleh allaah swt  aku berlindung kepada allaah swt  dari godaan setan yang terkutuk    
happy,congratulations on your st holly communion  xellent  mommy papa  ompung unty  tulang  bou  sudah  amp
